,KH2PO4,NH4Cl,KCl,MgSO4*7H2O,ZnSO4·7H2O,H3BO3,MnCl2·4H2O,FeSO4·7H2O,CoCl2·6H2O,CuSO4·5H20,Na2MoO4·2H2O,Na4EDTA,biotin,pyridoxine,thiamine,riboflavin,para-aminobenzoic acid,nicotinic acid,Malate Titer (g/L),Malate Titer (g/L) mean,Malate Titer (g/L) std,Label
10,1.5084479710125072,1.6756942214616768,0.5864884943520627,0.9763324069003076,0.3742038182680309,0.3658551188561425,0.19788931543742722,0.07015129240614741,0.3773768882849173,0.20690143489196663,0.04225351537893662,1.3231499105791864,0.002475118615471879,0.003797148178255784,0.00593838031966054,0.045331469800075255,0.007139600705024118,0.008588097085409406,7.225295863078808,7.225295863078808,3.606124138093962,exploitation
11,0.5926076529036958,0.829520747072873,0.15911298308377034,0.2274068152029899,0.4873382874129643,0.11432207216214561,0.39165122136621666,0.24032056928761977,0.2687745483232265,0.354381369742573,0.042737560740558025,2.215860254978532,0.002445443624782438,0.007180882171588134,0.008625213032199174,0.06701326711002459,0.0066087126058174545,0.003107768684097705,7.199937560098347,7.199937560098347,3.607109446808376,exploitation
12,0.30750392025611123,1.1395730821546022,0.5513314203034181,0.46845440166367397,0.24238665816862642,0.3825432873346167,0.4688800170748234,0.10729458282522804,0.23053471233822437,0.2646898096602952,0.030851104396231267,0.9923688047976178,0.008077376122179215,0.0005333582687558069,0.001889476364810931,0.010693223254908868,0.005127321596817884,0.004070658211296157,7.175211393463677,7.175211393463677,3.6235651991497617,exploitation
13,1.375545469807252,1.4452407091207327,0.20316901253584713,0.33252172297421345,0.41676464628380694,0.7385063026161872,0.12549685741608446,0.1350915225913332,0.06757662155778614,0.3561704349376619,0.042590879689189697,2.2661630918569395,0.005947986826129574,0.004724797264319449,0.004053813828409573,0.019655504104680026,0.006073379069254321,0.005224671247055293,6.468208888159458,6.468208888159458,3.6194749431554656,exploration
14,0.559750205467453,1.4266200378561928,0.9936840009603056,0.5780793927829162,0.1618807832409907,1.0131208282725717,0.3265753833715104,0.4104979501565373,0.3513434877604065,0.26744956248084895,0.05218521198226088,1.3530199332381647,0.009083739056063555,0.005217804384200365,0.001705932753476025,0.024986170202386186,0.005014844023397132,0.005147227416650086,6.394538023113559,6.394538023113559,3.5948293533548474,exploration
15,0.4419499375161914,1.5884518745657492,0.5150800930383311,0.6976005183968563,0.48508947068397595,0.6944121739266544,0.3156783150835944,0.21795139769259003,0.4395293501602428,0.43269424133170353,0.011729325169708281,0.8719542867256151,0.009804752345339743,0.0032925651767201033,0.006848586178873969,0.03272503971771198,0.006924941449594071,0.008098422904057486,6.512927525682724,6.5129275256827235,3.5696489753344967,exploration
16,1.9041100994185802,1.7811659755236364,0.3216586265502353,1.3509777852116687,0.3301667116269339,0.36864750501853205,0.432533185934932,0.03873190237481767,0.310075666300283,0.10630391842747342,0.051510730118539454,1.5770507100132665,0.002404823172042425,0.008159288577372026,0.0076763814022693675,0.05108216876918682,0.0009313261926175735,0.006574816883619024,6.545567394778387,6.545567394778387,3.568194247392033,exploration
17,0.8333710942841379,0.6818486691742217,0.30676482704043084,0.43821908221393246,0.3409905072214096,0.30023590784792936,0.29702537198657214,0.20999303604614508,0.4812232504890808,0.0727670720690262,0.08757138534379998,1.7612250682133943,0.008537103597580389,0.008188864134989239,0.00842248570395369,0.03343236278449791,0.004879092922266289,0.005448651608227011,6.451928555579388,6.451928555579388,3.5647838817028528,exploration
18,0.6535957152080694,1.116207715491391,0.20974542068642704,0.5076369825379938,0.41192938877700136,0.6979349325253936,0.10386227589370445,0.12682060941914686,0.4866645684813325,0.48594178328612636,0.09610735580792236,0.5993742125723863,0.0066566939820335526,0.0009906708255969319,0.007058462283298976,0.04918214351048668,0.0012374044768561326,0.008766069145693521,5.996921004747377,5.996921004747377,3.5407959174507275,exploration
19,1.0353114358460012,1.2430535888614986,0.6557447363615404,0.6164883445879628,0.42591641778993156,0.6977640688965331,0.1249118348629874,0.1237059893694943,0.4782807056564071,0.4567976997854679,0.09888664045519308,0.1240597328546046,0.003480597280792444,0.008227626570024252,0.00951654234942386,0.04944787514121203,0.007712872011499362,0.006769616949881019,5.176568153673594,5.176568153673594,3.491687653879452,exploration
20,1.3721654403978336,1.1133857295729224,0.5936210805513634,1.4665181621446068,0.32629729133138236,0.4686419643231832,0.020288213639627392,0.2082846123071071,0.2412483216954317,0.35719822321825045,0.09569423369451509,1.2762723900688182,0.0024747525943040983,0.0005522097839128015,0.008536710188947704,0.06537470706522855,0.00907216852892473,0.004452149742805526,5.719458869720773,5.719458869720773,3.4902483315648594,exploration
21,1.1200529701031976,1.2426575674506792,1.2799633535045931,0.5431261417420464,0.08606266708408777,1.006940633666997,0.436526821064727,0.3441045988234306,0.279940873770527,0.29104990921597873,0.05898562118485577,0.5163620052482529,0.0059173504507155,0.006815175874176779,0.007605729175471151,0.03262855528024812,0.006211036874468174,0.006026424729266743,4.902808267380539,4.902808267380539,3.444262518222178,exploration
22,4.619793447568187,3.1803908167307,3.814341124579602,0.2806091770920695,0.23730406357910575,0.8793252855866175,0.4350483364631136,0.3541515449124924,0.08806475395067448,0.48762849751502535,0.0890104667171702,2.0586402638913617,0.009972478162290967,0.009589392705473248,0.003317847419910848,0.018708037790165947,0.0018128838671148618,0.006658541113282634,3.853401627220136,3.853401627220136,3.3813007487926865,exploration
23,1.5830110760790361,0.6319422100892835,4.418551336938347,3.367415292687715,0.1136836329533362,0.2835290598135744,0.3105048683755329,0.013489292842965118,0.013995602353919032,0.12475519225037396,0.05077626210748621,2.2941443292775006,0.007847022385628302,0.0014509646213713403,0.007578660922228875,0.06514335017483772,0.008975113156353938,0.006813964941976935,1.4198813920738635,1.4198813920738635,3.3767186393501847,exploration
24,4.291070956479068,4.091896907656978,1.3210188031996144,0.29979872447808925,0.41187459822081063,0.0801348921126948,0.4683597085000338,0.1143292076209438,0.35707887684431616,0.36190607405058395,0.06973928313281333,0.913847263651015,0.008394107658788267,0.00031074171718237264,0.0023092773095554834,0.0443966161641692,0.0069247665772833086,0.005049793856471898,4.037246499219323,4.037246499219323,3.368501447914974,exploration
25,1.556477577584953,1.3254673353468485,0.45101077659535793,0.4857695419362905,0.002412228282070668,0.011459831804693593,0.005385627292969086,0.004633298619610503,0.001575844147268812,0.001758451772838547,7.768870332883867e-05,0.004630492187953863,0.00010891319089992531,0.00010071522017574337,0.0001023507271118978,0.00010420159203879809,9.350415480366207e-05,9.053142070920228e-05,,11.355149672122119,3.349497124158142,standard
